frame,class,prob,xmin,ymin,xmax,ymax
1904,car,0.3628620207309723,204,564,331,642
1905,car,0.7902718186378479,0,679,82,825
1905,car,0.5346767902374268,935,593,1066,696
1905,truck,0.49936482310295105,606,476,865,741
1905,car,0.3628620207309723,204,564,331,642
1906,car,0.7859526872634888,0,672,210,838
1906,car,0.5576094388961792,939,588,1061,705
1906,truck,0.42144033312797546,627,490,870,712
1906,car,0.3652617335319519,205,563,327,643
1907,car,0.7859526872634888,0,672,210,838
1907,car,0.5576094388961792,939,588,1061,705
1907,truck,0.42144033312797546,627,490,870,712
1907,car,0.3652617335319519,205,563,327,643
1908,car,0.7859526872634888,0,672,210,838
1908,car,0.5576094388961792,939,588,1061,705
1908,truck,0.42144033312797546,627,490,870,712
1908,car,0.3652617335319519,205,563,327,643
1909,car,0.7859526872634888,0,672,210,838
1909,car,0.5576094388961792,939,588,1061,705
1909,truck,0.42144033312797546,627,490,870,712
1909,car,0.3652617335319519,205,563,327,643
1910,car,0.7859526872634888,0,672,210,838
1910,car,0.5576094388961792,939,588,1061,705
1910,truck,0.42144033312797546,627,490,870,712
1910,car,0.3652617335319519,205,563,327,643
1911,car,0.7859526872634888,0,672,210,838
1911,car,0.5576094388961792,939,588,1061,705
1911,truck,0.42144033312797546,627,490,870,712
1911,car,0.3652617335319519,205,563,327,643
1912,car,0.7859526872634888,0,672,210,838
1912,car,0.5576094388961792,939,588,1061,705
1912,truck,0.42144033312797546,627,490,870,712
1912,car,0.3652617335319519,205,563,327,643
1913,car,0.4506683051586151,205,564,320,643
1913,truck,0.391059935092926,520,444,857,770
1913,car,0.39098891615867615,912,585,1102,755
1914,car,0.4506683051586151,205,564,320,643
1914,truck,0.391059935092926,520,444,857,770
1914,car,0.39098891615867615,912,585,1102,755
1915,car,0.4506683051586151,205,564,320,643
1915,truck,0.391059935092926,520,444,857,770
1915,car,0.39098891615867615,912,585,1102,755
1916,car,0.4506683051586151,205,564,320,643
1916,truck,0.391059935092926,520,444,857,770
1916,car,0.39098891615867615,912,585,1102,755
1917,car,0.4506683051586151,205,564,320,643
1917,truck,0.391059935092926,520,444,857,770
1917,car,0.39098891615867615,912,585,1102,755
1918,truck,0.4656807780265808,527,445,851,772
1918,car,0.39561912417411804,913,586,1097,765
1919,truck,0.4656807780265808,527,445,851,772
1919,car,0.39561912417411804,913,586,1097,765
1920,truck,0.4656807780265808,527,445,851,772
1920,car,0.39561912417411804,913,586,1097,765
1921,truck,0.4656807780265808,527,445,851,772
1921,car,0.39561912417411804,913,586,1097,765
1922,truck,0.4656807780265808,527,445,851,772
1922,car,0.39561912417411804,913,586,1097,765
1923,truck,0.4656807780265808,527,445,851,772
1923,car,0.39561912417411804,913,586,1097,765
1924,truck,0.4794793426990509,531,446,849,768
1925,truck,0.4794793426990509,531,446,849,768
1926,truck,0.4794793426990509,531,446,849,768
1927,truck,0.4794793426990509,531,446,849,768
1928,truck,0.4794793426990509,531,446,849,768
1929,truck,0.4794793426990509,531,446,849,768
1930,truck,0.4794793426990509,531,446,849,768
1931,truck,0.4794793426990509,531,446,849,768
1932,truck,0.4794793426990509,531,446,849,768
1933,truck,0.4794793426990509,531,446,849,768
1934,car,0.5447679162025452,926,590,1079,706
1934,truck,0.4920845627784729,567,463,857,760
1934,car,0.42257553339004517,205,564,329,643
1935,car,0.5447679162025452,926,590,1079,706
1935,truck,0.4920845627784729,567,463,857,760
1935,car,0.42257553339004517,205,564,329,643
1936,car,0.5447679162025452,926,590,1079,706
1936,truck,0.4920845627784729,567,463,857,760
1936,car,0.42257553339004517,205,564,329,643
1937,car,0.5447679162025452,926,590,1079,706
1937,truck,0.4920845627784729,567,463,857,760
1937,car,0.42257553339004517,205,564,329,643
1938,car,0.5447679162025452,926,590,1079,706
1938,truck,0.4920845627784729,567,463,857,760
1938,car,0.42257553339004517,205,564,329,643
1939,car,0.5447679162025452,926,590,1079,706
1939,truck,0.4920845627784729,567,463,857,760
1939,car,0.42257553339004517,205,564,329,643
1940,car,0.5447679162025452,926,590,1079,706
1940,truck,0.4920845627784729,567,463,857,760
1940,car,0.42257553339004517,205,564,329,643
1941,car,0.5447679162025452,926,590,1079,706
1941,truck,0.4920845627784729,567,463,857,760
1941,car,0.42257553339004517,205,564,329,643
1942,car,0.5447679162025452,926,590,1079,706
1942,truck,0.4920845627784729,567,463,857,760
1942,car,0.42257553339004517,205,564,329,643
1943,car,0.5447679162025452,926,590,1079,706
1943,truck,0.4920845627784729,567,463,857,760
1943,car,0.42257553339004517,205,564,329,643
1944,car,0.5447679162025452,926,590,1079,706
1944,truck,0.4920845627784729,567,463,857,760
1944,car,0.42257553339004517,205,564,329,643
1945,car,0.5447679162025452,926,590,1079,706
1945,truck,0.4920845627784729,567,463,857,760
1945,car,0.42257553339004517,205,564,329,643
1946,car,0.5447679162025452,926,590,1079,706
1946,truck,0.4920845627784729,567,463,857,760
1946,car,0.42257553339004517,205,564,329,643
1947,car,0.5447679162025452,926,590,1079,706
1947,truck,0.4920845627784729,567,463,857,760
1947,car,0.42257553339004517,205,564,329,643
1948,car,0.5447679162025452,926,590,1079,706
1948,truck,0.4920845627784729,567,463,857,760
1948,car,0.42257553339004517,205,564,329,643
1949,car,0.5447679162025452,926,590,1079,706
1949,truck,0.4920845627784729,567,463,857,760
1949,car,0.42257553339004517,205,564,329,643
1950,car,0.5447679162025452,926,590,1079,706
1950,truck,0.4920845627784729,567,463,857,760
1950,car,0.42257553339004517,205,564,329,643
1951,car,0.5447679162025452,926,590,1079,706
1951,truck,0.4920845627784729,567,463,857,760
1951,car,0.42257553339004517,205,564,329,643
1952,car,0.5447679162025452,926,590,1079,706
1952,truck,0.4920845627784729,567,463,857,760
1952,car,0.42257553339004517,205,564,329,643
1953,car,0.7982218265533447,0,677,155,837
1953,car,0.5870137810707092,937,590,1065,706
1953,bus,0.5343392491340637,618,489,868,718
1953,car,0.35388922691345215,204,564,330,643
1954,car,0.7982218265533447,0,677,155,837
1954,car,0.5870137810707092,937,590,1065,706
1954,bus,0.5343392491340637,618,489,868,718
1954,car,0.35388922691345215,204,564,330,643
1955,car,0.7982218265533447,0,677,155,837
1955,car,0.5870137810707092,937,590,1065,706
1955,bus,0.5343392491340637,618,489,868,718
1955,car,0.35388922691345215,204,564,330,643
1956,car,0.7982218265533447,0,677,155,837
1956,car,0.5870137810707092,937,590,1065,706
1956,bus,0.5343392491340637,618,489,868,718
1956,car,0.35388922691345215,204,564,330,643
1957,car,0.7982218265533447,0,677,155,837
1957,car,0.5870137810707092,937,590,1065,706
1957,bus,0.5343392491340637,618,489,868,718
1957,car,0.35388922691345215,204,564,330,643
1958,car,0.7982218265533447,0,677,155,837
1958,car,0.5870137810707092,937,590,1065,706
1958,bus,0.5343392491340637,618,489,868,718
1958,car,0.35388922691345215,204,564,330,643
1959,car,0.7982218265533447,0,677,155,837
1959,car,0.5870137810707092,937,590,1065,706
1959,bus,0.5343392491340637,618,489,868,718
1959,car,0.35388922691345215,204,564,330,643
1960,car,0.7982218265533447,0,677,155,837
1960,car,0.5870137810707092,937,590,1065,706
1960,bus,0.5343392491340637,618,489,868,718
1960,car,0.35388922691345215,204,564,330,643
1961,car,0.7982218265533447,0,677,155,837
1961,car,0.5870137810707092,937,590,1065,706
1961,bus,0.5343392491340637,618,489,868,718
1961,car,0.35388922691345215,204,564,330,643
1962,car,0.4512244760990143,205,564,320,643
1962,car,0.3912193477153778,912,585,1102,755
1962,truck,0.3896277844905853,520,444,857,770
1963,car,0.4512244760990143,205,564,320,643
1963,car,0.3912193477153778,912,585,1102,755
1963,truck,0.3896277844905853,520,444,857,770
1964,car,0.4512244760990143,205,564,320,643
1964,car,0.3912193477153778,912,585,1102,755
1964,truck,0.3896277844905853,520,444,857,770
1965,car,0.4512244760990143,205,564,320,643
1965,car,0.3912193477153778,912,585,1102,755
1965,truck,0.3896277844905853,520,444,857,770
1966,car,0.4512244760990143,205,564,320,643
1966,car,0.3912193477153778,912,585,1102,755
1966,truck,0.3896277844905853,520,444,857,770
1967,car,0.4512244760990143,205,564,320,643
1967,car,0.3912193477153778,912,585,1102,755
1967,truck,0.3896277844905853,520,444,857,770
1968,car,0.4512244760990143,205,564,320,643
1968,car,0.3912193477153778,912,585,1102,755
1968,truck,0.3896277844905853,520,444,857,770
1969,car,0.4512244760990143,205,564,320,643
1969,car,0.3912193477153778,912,585,1102,755
1969,truck,0.3896277844905853,520,444,857,770
1970,car,0.4512244760990143,205,564,320,643
1970,car,0.3912193477153778,912,585,1102,755
1970,truck,0.3896277844905853,520,444,857,770
1971,car,0.521618664264679,919,588,1084,734
1971,train,0.37441137433052063,547,456,855,765
1971,truck,0.3736645579338074,548,454,856,765
1972,car,0.521618664264679,919,588,1084,734
1972,train,0.37441137433052063,547,456,855,765
1972,truck,0.3736645579338074,548,454,856,765
1973,car,0.521618664264679,919,588,1084,734
1973,train,0.37441137433052063,547,456,855,765
1973,truck,0.3736645579338074,548,454,856,765
1974,car,0.521618664264679,919,588,1084,734
1974,train,0.37441137433052063,547,456,855,765
1974,truck,0.3736645579338074,548,454,856,765
1975,car,0.521618664264679,919,588,1084,734
1975,train,0.37441137433052063,547,456,855,765
1975,truck,0.3736645579338074,548,454,856,765
1976,car,0.521618664264679,919,588,1084,734
1976,train,0.37441137433052063,547,456,855,765
1976,truck,0.3736645579338074,548,454,856,765
1977,car,0.521618664264679,919,588,1084,734
1977,train,0.37441137433052063,547,456,855,765
1977,truck,0.3736645579338074,548,454,856,765
1978,car,0.521618664264679,919,588,1084,734
1978,train,0.37441137433052063,547,456,855,765
1978,truck,0.3736645579338074,548,454,856,765
1979,car,0.521618664264679,919,588,1084,734
1979,train,0.37441137433052063,547,456,855,765
1979,truck,0.3736645579338074,548,454,856,765
1980,car,0.521618664264679,919,588,1084,734
1980,train,0.37441137433052063,547,456,855,765
1980,truck,0.3736645579338074,548,454,856,765
1981,car,0.521618664264679,919,588,1084,734
1981,train,0.37441137433052063,547,456,855,765
1981,truck,0.3736645579338074,548,454,856,765
1982,car,0.521618664264679,919,588,1084,734
1982,train,0.37441137433052063,547,456,855,765
1982,truck,0.3736645579338074,548,454,856,765
1983,car,0.521618664264679,919,588,1084,734
1983,train,0.37441137433052063,547,456,855,765
1983,truck,0.3736645579338074,548,454,856,765
1984,car,0.521618664264679,919,588,1084,734
1984,train,0.37441137433052063,547,456,855,765
1984,truck,0.3736645579338074,548,454,856,765
1985,car,0.521618664264679,919,588,1084,734
1985,train,0.37441137433052063,547,456,855,765
1985,truck,0.3736645579338074,548,454,856,765
1986,car,0.521618664264679,919,588,1084,734
1986,train,0.37441137433052063,547,456,855,765
1986,truck,0.3736645579338074,548,454,856,765
1987,car,0.521618664264679,919,588,1084,734
1987,train,0.37441137433052063,547,456,855,765
1987,truck,0.3736645579338074,548,454,856,765
1988,car,0.521618664264679,919,588,1084,734
1988,train,0.37441137433052063,547,456,855,765
1988,truck,0.3736645579338074,548,454,856,765
1989,car,0.521618664264679,919,588,1084,734
1989,train,0.37441137433052063,547,456,855,765
1989,truck,0.3736645579338074,548,454,856,765
1990,car,0.521618664264679,919,588,1084,734
1990,train,0.37441137433052063,547,456,855,765
1990,truck,0.3736645579338074,548,454,856,765
1991,car,0.521618664264679,919,588,1084,734
1991,train,0.37441137433052063,547,456,855,765
1991,truck,0.3736645579338074,548,454,856,765
1992,car,0.521618664264679,919,588,1084,734
1992,train,0.37441137433052063,547,456,855,765
1992,truck,0.3736645579338074,548,454,856,765
1993,car,0.521618664264679,919,588,1084,734
1993,train,0.37441137433052063,547,456,855,765
1993,truck,0.3736645579338074,548,454,856,765
1994,car,0.521618664264679,919,588,1084,734
1994,train,0.37441137433052063,547,456,855,765
1994,truck,0.3736645579338074,548,454,856,765
1995,car,0.521618664264679,919,588,1084,734
1995,train,0.37441137433052063,547,456,855,765
1995,truck,0.3736645579338074,548,454,856,765
1996,car,0.521618664264679,919,588,1084,734
1996,train,0.37441137433052063,547,456,855,765
1996,truck,0.3736645579338074,548,454,856,765
1997,car,0.521618664264679,919,588,1084,734
1997,train,0.37441137433052063,547,456,855,765
1997,truck,0.3736645579338074,548,454,856,765
1998,car,0.521618664264679,919,588,1084,734
1998,train,0.37441137433052063,547,456,855,765
1998,truck,0.3736645579338074,548,454,856,765
1999,car,0.8226863741874695,0,676,175,834
1999,car,0.5291355848312378,938,589,1062,708
1999,truck,0.3825230598449707,622,484,868,725
2000,car,0.8226863741874695,0,676,175,834
2000,car,0.5291355848312378,938,589,1062,708
2000,truck,0.3825230598449707,622,484,868,725
2001,car,0.8226863741874695,0,676,175,834
2001,car,0.5291355848312378,938,589,1062,708
2001,truck,0.3825230598449707,622,484,868,725
2002,car,0.8226863741874695,0,676,175,834
2002,car,0.5291355848312378,938,589,1062,708
2002,truck,0.3825230598449707,622,484,868,725
2003,car,0.8226863741874695,0,676,175,834
2003,car,0.5291355848312378,938,589,1062,708
2003,truck,0.3825230598449707,622,484,868,725
2004,car,0.8226863741874695,0,676,175,834
2004,car,0.5291355848312378,938,589,1062,708
2004,truck,0.3825230598449707,622,484,868,725
2005,car,0.8226863741874695,0,676,175,834
2005,car,0.5291355848312378,938,589,1062,708
2005,truck,0.3825230598449707,622,484,868,725
2006,car,0.8226863741874695,0,676,175,834
2006,car,0.5291355848312378,938,589,1062,708
2006,truck,0.3825230598449707,622,484,868,725
2007,car,0.45040348172187805,205,564,320,643
2007,truck,0.3910261392593384,520,444,857,770
2007,car,0.39092734456062317,912,585,1102,755
2008,car,0.45040348172187805,205,564,320,643
2008,truck,0.3910261392593384,520,444,857,770
2008,car,0.39092734456062317,912,585,1102,755
2009,car,0.45040348172187805,205,564,320,643
2009,truck,0.3910261392593384,520,444,857,770
2009,car,0.39092734456062317,912,585,1102,755
2010,car,0.45040348172187805,205,564,320,643
2010,truck,0.3910261392593384,520,444,857,770
2010,car,0.39092734456062317,912,585,1102,755
2011,car,0.45040348172187805,205,564,320,643
2011,truck,0.3910261392593384,520,444,857,770
2011,car,0.39092734456062317,912,585,1102,755
2012,car,0.45040348172187805,205,564,320,643
2012,truck,0.3910261392593384,520,444,857,770
2012,car,0.39092734456062317,912,585,1102,755
2013,car,0.45040348172187805,205,564,320,643
2013,truck,0.3910261392593384,520,444,857,770
2013,car,0.39092734456062317,912,585,1102,755
2014,car,0.45040348172187805,205,564,320,643
2014,truck,0.3910261392593384,520,444,857,770
2014,car,0.39092734456062317,912,585,1102,755
2015,car,0.45040348172187805,205,564,320,643
2015,truck,0.3910261392593384,520,444,857,770
2015,car,0.39092734456062317,912,585,1102,755
2016,car,0.45040348172187805,205,564,320,643
2016,truck,0.3910261392593384,520,444,857,770
2016,car,0.39092734456062317,912,585,1102,755
2017,car,0.45040348172187805,205,564,320,643
2017,truck,0.3910261392593384,520,444,857,770
2017,car,0.39092734456062317,912,585,1102,755
2018,car,0.45040348172187805,205,564,320,643
2018,truck,0.3910261392593384,520,444,857,770
2018,car,0.39092734456062317,912,585,1102,755
2019,car,0.45040348172187805,205,564,320,643
2019,truck,0.3910261392593384,520,444,857,770
2019,car,0.39092734456062317,912,585,1102,755
2020,car,0.45040348172187805,205,564,320,643
2020,truck,0.3910261392593384,520,444,857,770
2020,car,0.39092734456062317,912,585,1102,755
2021,car,0.45040348172187805,205,564,320,643
2021,truck,0.3910261392593384,520,444,857,770
2021,car,0.39092734456062317,912,585,1102,755
2022,car,0.45040348172187805,205,564,320,643
2022,truck,0.3910261392593384,520,444,857,770
2022,car,0.39092734456062317,912,585,1102,755
2023,car,0.45040348172187805,205,564,320,643
2023,truck,0.3910261392593384,520,444,857,770
2023,car,0.39092734456062317,912,585,1102,755
2024,car,0.45040348172187805,205,564,320,643
2024,truck,0.3910261392593384,520,444,857,770
2024,car,0.39092734456062317,912,585,1102,755
2025,car,0.45040348172187805,205,564,320,643
2025,truck,0.3910261392593384,520,444,857,770
2025,car,0.39092734456062317,912,585,1102,755
2026,car,0.45040348172187805,205,564,320,643
2026,truck,0.3910261392593384,520,444,857,770
2026,car,0.39092734456062317,912,585,1102,755
2027,car,0.45040348172187805,205,564,320,643
2027,truck,0.3910261392593384,520,444,857,770
2027,car,0.39092734456062317,912,585,1102,755
2028,car,0.45040348172187805,205,564,320,643
2028,truck,0.3910261392593384,520,444,857,770
2028,car,0.39092734456062317,912,585,1102,755
2029,bus,0.5817916989326477,577,469,857,743
2029,car,0.5061766505241394,937,591,1073,730
2029,car,0.40294554829597473,205,564,326,644
2030,bus,0.5817916989326477,577,469,857,743
2030,car,0.5061766505241394,937,591,1073,730
2030,car,0.40294554829597473,205,564,326,644
2031,bus,0.5817916989326477,577,469,857,743
2031,car,0.5061766505241394,937,591,1073,730
2031,car,0.40294554829597473,205,564,326,644
2032,bus,0.5817916989326477,577,469,857,743
2032,car,0.5061766505241394,937,591,1073,730
2032,car,0.40294554829597473,205,564,326,644
2033,bus,0.5817916989326477,577,469,857,743
2033,car,0.5061766505241394,937,591,1073,730
2033,car,0.40294554829597473,205,564,326,644
2034,bus,0.5817916989326477,577,469,857,743
2034,car,0.5061766505241394,937,591,1073,730
2034,car,0.40294554829597473,205,564,326,644
2035,bus,0.6031387448310852,591,471,864,742
2035,car,0.43236276507377625,204,564,330,643
2035,car,0.41851285099983215,945,593,1071,717
2035,car,0.3579370379447937,937,593,1069,672
2036,bus,0.6031387448310852,591,471,864,742
2036,car,0.43236276507377625,204,564,330,643
2036,car,0.41851285099983215,945,593,1071,717
2036,car,0.3579370379447937,937,593,1069,672
2037,bus,0.6031387448310852,591,471,864,742
2037,car,0.43236276507377625,204,564,330,643
2037,car,0.41851285099983215,945,593,1071,717
2037,car,0.3579370379447937,937,593,1069,672
2038,bus,0.6031387448310852,591,471,864,742
2038,car,0.43236276507377625,204,564,330,643
2038,car,0.41851285099983215,945,593,1071,717
2038,car,0.3579370379447937,937,593,1069,672
2039,bus,0.6031387448310852,591,471,864,742
2039,car,0.43236276507377625,204,564,330,643
2039,car,0.41851285099983215,945,593,1071,717
2039,car,0.3579370379447937,937,593,1069,672
2040,bus,0.6031387448310852,591,471,864,742
2040,car,0.43236276507377625,204,564,330,643
2040,car,0.41851285099983215,945,593,1071,717
2040,car,0.3579370379447937,937,593,1069,672
2041,bus,0.6031387448310852,591,471,864,742
2041,car,0.43236276507377625,204,564,330,643
2041,car,0.41851285099983215,945,593,1071,717
2041,car,0.3579370379447937,937,593,1069,672
2042,bus,0.6031387448310852,591,471,864,742
2042,car,0.43236276507377625,204,564,330,643
2042,car,0.41851285099983215,945,593,1071,717
2042,car,0.3579370379447937,937,593,1069,672
2043,car,0.7745883464813232,0,676,119,823
2043,car,0.6129830479621887,937,591,1068,706
2043,truck,0.44857728481292725,612,478,867,729
2043,car,0.3870071768760681,204,564,329,642
2044,car,0.7745883464813232,0,676,119,823
2044,car,0.6129830479621887,937,591,1068,706
2044,truck,0.44857728481292725,612,478,867,729
2044,car,0.3870071768760681,204,564,329,642
2045,car,0.7745883464813232,0,676,119,823
2045,car,0.6129830479621887,937,591,1068,706
2045,truck,0.44857728481292725,612,478,867,729
2045,car,0.3870071768760681,204,564,329,642
2046,car,0.7745883464813232,0,676,119,823
2046,car,0.6129830479621887,937,591,1068,706
2046,truck,0.44857728481292725,612,478,867,729
2046,car,0.3870071768760681,204,564,329,642
2047,car,0.7745883464813232,0,676,119,823
2047,car,0.6129830479621887,937,591,1068,706
2047,truck,0.44857728481292725,612,478,867,729
2047,car,0.3870071768760681,204,564,329,642
2048,car,0.7745883464813232,0,676,119,823
2048,car,0.6129830479621887,937,591,1068,706
2048,truck,0.44857728481292725,612,478,867,729
2048,car,0.3870071768760681,204,564,329,642
2049,car,0.7745883464813232,0,676,119,823
2049,car,0.6129830479621887,937,591,1068,706
2049,truck,0.44857728481292725,612,478,867,729
2049,car,0.3870071768760681,204,564,329,642
2050,car,0.7855466604232788,0,672,210,838
2050,car,0.5573732852935791,939,588,1061,705
2050,truck,0.4196222424507141,627,490,870,712
2050,car,0.36563795804977417,205,563,327,643
2051,car,0.7855466604232788,0,672,210,838
2051,car,0.5573732852935791,939,588,1061,705
2051,truck,0.4196222424507141,627,490,870,712
2051,car,0.36563795804977417,205,563,327,643
2052,car,0.7855466604232788,0,672,210,838
2052,car,0.5573732852935791,939,588,1061,705
2052,truck,0.4196222424507141,627,490,870,712
2052,car,0.36563795804977417,205,563,327,643
2053,car,0.7855466604232788,0,672,210,838
2053,car,0.5573732852935791,939,588,1061,705
2053,truck,0.4196222424507141,627,490,870,712
2053,car,0.36563795804977417,205,563,327,643
2054,car,0.7855466604232788,0,672,210,838
2054,car,0.5573732852935791,939,588,1061,705
2054,truck,0.4196222424507141,627,490,870,712
2054,car,0.36563795804977417,205,563,327,643
2055,car,0.7855466604232788,0,672,210,838
2055,car,0.5573732852935791,939,588,1061,705
2055,truck,0.4196222424507141,627,490,870,712
2055,car,0.36563795804977417,205,563,327,643
2056,car,0.7855466604232788,0,672,210,838
2056,car,0.5573732852935791,939,588,1061,705
2056,truck,0.4196222424507141,627,490,870,712
2056,car,0.36563795804977417,205,563,327,643
2057,car,0.4502791166305542,205,564,320,643
2057,truck,0.39175164699554443,520,444,857,770
2057,car,0.3910861313343048,912,585,1102,755
2058,car,0.4502791166305542,205,564,320,643
2058,truck,0.39175164699554443,520,444,857,770
2058,car,0.3910861313343048,912,585,1102,755
2059,car,0.4502791166305542,205,564,320,643
2059,truck,0.39175164699554443,520,444,857,770
2059,car,0.3910861313343048,912,585,1102,755
2060,car,0.4502791166305542,205,564,320,643
2060,truck,0.39175164699554443,520,444,857,770
2060,car,0.3910861313343048,912,585,1102,755
2061,car,0.4502791166305542,205,564,320,643
2061,truck,0.39175164699554443,520,444,857,770
2061,car,0.3910861313343048,912,585,1102,755
2062,car,0.4502791166305542,205,564,320,643
2062,truck,0.39175164699554443,520,444,857,770
2062,car,0.3910861313343048,912,585,1102,755
2063,car,0.4358198344707489,916,593,1092,762
2063,truck,0.3732948899269104,538,450,855,770
2064,car,0.4358198344707489,916,593,1092,762
2064,truck,0.3732948899269104,538,450,855,770
2065,car,0.4358198344707489,916,593,1092,762
2065,truck,0.3732948899269104,538,450,855,770
2066,car,0.4358198344707489,916,593,1092,762
2066,truck,0.3732948899269104,538,450,855,770
2067,car,0.4358198344707489,916,593,1092,762
2067,truck,0.3732948899269104,538,450,855,770
2068,car,0.4358198344707489,916,593,1092,762
2068,truck,0.3732948899269104,538,450,855,770
2069,car,0.4358198344707489,916,593,1092,762
2069,truck,0.3732948899269104,538,450,855,770
2070,car,0.4358198344707489,916,593,1092,762
2070,truck,0.3732948899269104,538,450,855,770
2071,car,0.4358198344707489,916,593,1092,762
2071,truck,0.3732948899269104,538,450,855,770
2072,car,0.4358198344707489,916,593,1092,762
2072,truck,0.3732948899269104,538,450,855,770
2073,car,0.4358198344707489,916,593,1092,762
2073,truck,0.3732948899269104,538,450,855,770
2074,car,0.5444310903549194,926,590,1079,706
2074,truck,0.49209651350975037,567,463,857,760
2074,car,0.4228329658508301,205,564,329,643
2075,car,0.5444310903549194,926,590,1079,706
2075,truck,0.49209651350975037,567,463,857,760
2075,car,0.4228329658508301,205,564,329,643
2076,car,0.5444310903549194,926,590,1079,706
2076,truck,0.49209651350975037,567,463,857,760
2076,car,0.4228329658508301,205,564,329,643
2077,car,0.5444310903549194,926,590,1079,706
2077,truck,0.49209651350975037,567,463,857,760
2077,car,0.4228329658508301,205,564,329,643
2078,car,0.5444310903549194,926,590,1079,706
2078,truck,0.49209651350975037,567,463,857,760
2078,car,0.4228329658508301,205,564,329,643
2079,car,0.5444310903549194,926,590,1079,706
2079,truck,0.49209651350975037,567,463,857,760
2079,car,0.4228329658508301,205,564,329,643
2080,car,0.5444310903549194,926,590,1079,706
2080,truck,0.49209651350975037,567,463,857,760
2080,car,0.4228329658508301,205,564,329,643
2081,car,0.5444310903549194,926,590,1079,706
2081,truck,0.49209651350975037,567,463,857,760
2081,car,0.4228329658508301,205,564,329,643
2082,car,0.5444310903549194,926,590,1079,706
2082,truck,0.49209651350975037,567,463,857,760
2082,car,0.4228329658508301,205,564,329,643
2083,car,0.5444310903549194,926,590,1079,706
2083,truck,0.49209651350975037,567,463,857,760
2083,car,0.4228329658508301,205,564,329,643
2084,car,0.5444310903549194,926,590,1079,706
2084,truck,0.49209651350975037,567,463,857,760
2084,car,0.4228329658508301,205,564,329,643
2085,car,0.5444310903549194,926,590,1079,706
2085,truck,0.49209651350975037,567,463,857,760
2085,car,0.4228329658508301,205,564,329,643
2086,bus,0.6028399467468262,591,471,864,742
2086,car,0.43169084191322327,204,564,330,643
2086,car,0.41799765825271606,945,593,1071,717
2086,car,0.3581490218639374,937,593,1069,672
2087,bus,0.6028399467468262,591,471,864,742
2087,car,0.43169084191322327,204,564,330,643
2087,car,0.41799765825271606,945,593,1071,717
2087,car,0.3581490218639374,937,593,1069,672
2088,bus,0.6028399467468262,591,471,864,742
2088,car,0.43169084191322327,204,564,330,643
2088,car,0.41799765825271606,945,593,1071,717
2088,car,0.3581490218639374,937,593,1069,672
2089,bus,0.6028399467468262,591,471,864,742
2089,car,0.43169084191322327,204,564,330,643
2089,car,0.41799765825271606,945,593,1071,717
2089,car,0.3581490218639374,937,593,1069,672
2090,bus,0.6028399467468262,591,471,864,742
2090,car,0.43169084191322327,204,564,330,643
2090,car,0.41799765825271606,945,593,1071,717
2090,car,0.3581490218639374,937,593,1069,672
2091,car,0.8100515007972717,0,681,66,818
2091,car,0.522593080997467,933,592,1067,712
2091,truck,0.47443342208862305,605,475,865,740
2091,car,0.39476579427719116,204,564,329,643
2092,car,0.8100515007972717,0,681,66,818
2092,car,0.522593080997467,933,592,1067,712
2092,truck,0.47443342208862305,605,475,865,740
2092,car,0.39476579427719116,204,564,329,643
2093,car,0.8100515007972717,0,681,66,818
2093,car,0.522593080997467,933,592,1067,712
2093,truck,0.47443342208862305,605,475,865,740
2093,car,0.39476579427719116,204,564,329,643
2094,car,0.8100515007972717,0,681,66,818
2094,car,0.522593080997467,933,592,1067,712
2094,truck,0.47443342208862305,605,475,865,740
2094,car,0.39476579427719116,204,564,329,643
2095,car,0.8100515007972717,0,681,66,818
2095,car,0.522593080997467,933,592,1067,712
2095,truck,0.47443342208862305,605,475,865,740
2095,car,0.39476579427719116,204,564,329,643
2096,car,0.8100515007972717,0,681,66,818
2096,car,0.522593080997467,933,592,1067,712
2096,truck,0.47443342208862305,605,475,865,740
2096,car,0.39476579427719116,204,564,329,643
2097,car,0.8100515007972717,0,681,66,818
2097,car,0.522593080997467,933,592,1067,712
2097,truck,0.47443342208862305,605,475,865,740
2097,car,0.39476579427719116,204,564,329,643
2098,car,0.8100515007972717,0,681,66,818
2098,car,0.522593080997467,933,592,1067,712
2098,truck,0.47443342208862305,605,475,865,740
2098,car,0.39476579427719116,204,564,329,643
2099,car,0.8100515007972717,0,681,66,818
2099,car,0.522593080997467,933,592,1067,712
2099,truck,0.47443342208862305,605,475,865,740
2099,car,0.39476579427719116,204,564,329,643
2100,car,0.8100515007972717,0,681,66,818
2100,car,0.522593080997467,933,592,1067,712
2100,truck,0.47443342208862305,605,475,865,740
2100,car,0.39476579427719116,204,564,329,643
2101,car,0.8100515007972717,0,681,66,818
2101,car,0.522593080997467,933,592,1067,712
2101,truck,0.47443342208862305,605,475,865,740
2101,car,0.39476579427719116,204,564,329,643
2102,car,0.8100515007972717,0,681,66,818
2102,car,0.522593080997467,933,592,1067,712
2102,truck,0.47443342208862305,605,475,865,740
2102,car,0.39476579427719116,204,564,329,643
2103,car,0.8100515007972717,0,681,66,818
2103,car,0.522593080997467,933,592,1067,712
2103,truck,0.47443342208862305,605,475,865,740
2103,car,0.39476579427719116,204,564,329,643
2104,car,0.8100515007972717,0,681,66,818
