frame,class,prob,xmin,ymin,xmax,ymax
44,car,0.39351189136505127,936,593,1069,701
44,car,0.3746665418148041,204,564,328,644
45,bus,0.4987933039665222,599,473,867,745
45,car,0.49576643109321594,0,691,29,783
45,truck,0.4827097952365875,599,472,867,747
45,car,0.39351189136505127,936,593,1069,701
45,car,0.3746665418148041,204,564,328,644
46,bus,0.4987933039665222,599,473,867,745
46,car,0.49576643109321594,0,691,29,783
46,truck,0.4827097952365875,599,472,867,747
46,car,0.39351189136505127,936,593,1069,701
46,car,0.3746665418148041,204,564,328,644
47,bus,0.4987933039665222,599,473,867,745
47,car,0.49576643109321594,0,691,29,783
47,truck,0.4827097952365875,599,472,867,747
47,car,0.39351189136505127,936,593,1069,701
47,car,0.3746665418148041,204,564,328,644
48,bus,0.4987933039665222,599,473,867,745
48,car,0.49576643109321594,0,691,29,783
48,truck,0.4827097952365875,599,472,867,747
48,car,0.39351189136505127,936,593,1069,701
48,car,0.3746665418148041,204,564,328,644
49,bus,0.4987933039665222,599,473,867,745
49,car,0.49576643109321594,0,691,29,783
49,truck,0.4827097952365875,599,472,867,747
49,car,0.39351189136505127,936,593,1069,701
49,car,0.3746665418148041,204,564,328,644
50,bus,0.4987933039665222,599,473,867,745
50,car,0.49576643109321594,0,691,29,783
50,truck,0.4827097952365875,599,472,867,747
50,car,0.39351189136505127,936,593,1069,701
50,car,0.3746665418148041,204,564,328,644
51,bus,0.4987933039665222,599,473,867,745
51,car,0.49576643109321594,0,691,29,783
51,truck,0.4827097952365875,599,472,867,747
51,car,0.39351189136505127,936,593,1069,701
51,car,0.3746665418148041,204,564,328,644
52,bus,0.4987933039665222,599,473,867,745
52,car,0.49576643109321594,0,691,29,783
52,truck,0.4827097952365875,599,472,867,747
52,car,0.39351189136505127,936,593,1069,701
52,car,0.3746665418148041,204,564,328,644
53,car,0.45130419731140137,205,564,320,643
53,car,0.39144331216812134,912,585,1102,755
53,truck,0.38855597376823425,520,444,857,770
54,car,0.45130419731140137,205,564,320,643
54,car,0.39144331216812134,912,585,1102,755
54,truck,0.38855597376823425,520,444,857,770
55,car,0.45130419731140137,205,564,320,643
55,car,0.39144331216812134,912,585,1102,755
55,truck,0.38855597376823425,520,444,857,770
56,car,0.45130419731140137,205,564,320,643
56,car,0.39144331216812134,912,585,1102,755
56,truck,0.38855597376823425,520,444,857,770
57,car,0.45130419731140137,205,564,320,643
57,car,0.39144331216812134,912,585,1102,755
57,truck,0.38855597376823425,520,444,857,770
58,car,0.45130419731140137,205,564,320,643
58,car,0.39144331216812134,912,585,1102,755
58,truck,0.38855597376823425,520,444,857,770
59,truck,0.48054230213165283,531,446,849,768
60,truck,0.48054230213165283,531,446,849,768
61,truck,0.48054230213165283,531,446,849,768
62,truck,0.48054230213165283,531,446,849,768
63,truck,0.48054230213165283,531,446,849,768
64,truck,0.48054230213165283,531,446,849,768
65,truck,0.48054230213165283,531,446,849,768
66,truck,0.48054230213165283,531,446,849,768
67,truck,0.48054230213165283,531,446,849,768
68,truck,0.48054230213165283,531,446,849,768
69,truck,0.48054230213165283,531,446,849,768
70,truck,0.48054230213165283,531,446,849,768
71,truck,0.48054230213165283,531,446,849,768
72,car,0.5061048865318298,933,589,1077,716
72,truck,0.4547915458679199,568,464,856,758
72,bus,0.414724200963974,567,466,856,755
72,car,0.40050873160362244,204,564,331,643
73,car,0.5061048865318298,933,589,1077,716
73,truck,0.4547915458679199,568,464,856,758
73,bus,0.414724200963974,567,466,856,755
73,car,0.40050873160362244,204,564,331,643
74,car,0.5061048865318298,933,589,1077,716
74,truck,0.4547915458679199,568,464,856,758
74,bus,0.414724200963974,567,466,856,755
74,car,0.40050873160362244,204,564,331,643
75,car,0.5061048865318298,933,589,1077,716
75,truck,0.4547915458679199,568,464,856,758
75,bus,0.414724200963974,567,466,856,755
75,car,0.40050873160362244,204,564,331,643
76,car,0.5061048865318298,933,589,1077,716
76,truck,0.4547915458679199,568,464,856,758
76,bus,0.414724200963974,567,466,856,755
76,car,0.40050873160362244,204,564,331,643
77,car,0.5061048865318298,933,589,1077,716
77,truck,0.4547915458679199,568,464,856,758
77,bus,0.414724200963974,567,466,856,755
77,car,0.40050873160362244,204,564,331,643
78,car,0.5061048865318298,933,589,1077,716
78,truck,0.4547915458679199,568,464,856,758
78,bus,0.414724200963974,567,466,856,755
78,car,0.40050873160362244,204,564,331,643
79,car,0.5410399436950684,947,592,1072,725
79,bus,0.5376764535903931,582,469,860,740
79,car,0.4350915551185608,205,563,321,644
79,car,0.36447450518608093,937,591,1072,686
80,car,0.5410399436950684,947,592,1072,725
80,bus,0.5376764535903931,582,469,860,740
80,car,0.4350915551185608,205,563,321,644
80,car,0.36447450518608093,937,591,1072,686
81,car,0.5410399436950684,947,592,1072,725
81,bus,0.5376764535903931,582,469,860,740
81,car,0.4350915551185608,205,563,321,644
81,car,0.36447450518608093,937,591,1072,686
82,car,0.5410399436950684,947,592,1072,725
82,bus,0.5376764535903931,582,469,860,740
82,car,0.4350915551185608,205,563,321,644
82,car,0.36447450518608093,937,591,1072,686
83,car,0.5410399436950684,947,592,1072,725
83,bus,0.5376764535903931,582,469,860,740
83,car,0.4350915551185608,205,563,321,644
83,car,0.36447450518608093,937,591,1072,686
84,car,0.5410399436950684,947,592,1072,725
84,bus,0.5376764535903931,582,469,860,740
84,car,0.4350915551185608,205,563,321,644
84,car,0.36447450518608093,937,591,1072,686
85,car,0.5410399436950684,947,592,1072,725
85,bus,0.5376764535903931,582,469,860,740
85,car,0.4350915551185608,205,563,321,644
85,car,0.36447450518608093,937,591,1072,686
86,car,0.5410399436950684,947,592,1072,725
86,bus,0.5376764535903931,582,469,860,740
86,car,0.4350915551185608,205,563,321,644
86,car,0.36447450518608093,937,591,1072,686
87,car,0.809900164604187,0,681,66,818
87,car,0.5231112241744995,933,592,1067,712
87,truck,0.4771915674209595,605,475,865,740
87,car,0.3938806354999542,204,564,330,643
88,car,0.809900164604187,0,681,66,818
88,car,0.5231112241744995,933,592,1067,712
88,truck,0.4771915674209595,605,475,865,740
88,car,0.3938806354999542,204,564,330,643
89,car,0.809900164604187,0,681,66,818
89,car,0.5231112241744995,933,592,1067,712
89,truck,0.4771915674209595,605,475,865,740
89,car,0.3938806354999542,204,564,330,643
90,car,0.809900164604187,0,681,66,818
90,car,0.5231112241744995,933,592,1067,712
90,truck,0.4771915674209595,605,475,865,740
90,car,0.3938806354999542,204,564,330,643
91,car,0.809900164604187,0,681,66,818
91,car,0.5231112241744995,933,592,1067,712
91,truck,0.4771915674209595,605,475,865,740
91,car,0.3938806354999542,204,564,330,643
92,car,0.809900164604187,0,681,66,818
92,car,0.5231112241744995,933,592,1067,712
92,truck,0.4771915674209595,605,475,865,740
92,car,0.3938806354999542,204,564,330,643
93,car,0.809900164604187,0,681,66,818
93,car,0.5231112241744995,933,592,1067,712
93,truck,0.4771915674209595,605,475,865,740
93,car,0.3938806354999542,204,564,330,643
94,car,0.809900164604187,0,681,66,818
94,car,0.5231112241744995,933,592,1067,712
94,truck,0.4771915674209595,605,475,865,740
94,car,0.3938806354999542,204,564,330,643
95,car,0.809900164604187,0,681,66,818
95,car,0.5231112241744995,933,592,1067,712
95,truck,0.4771915674209595,605,475,865,740
95,car,0.3938806354999542,204,564,330,643
96,car,0.809900164604187,0,681,66,818
96,car,0.5231112241744995,933,592,1067,712
96,truck,0.4771915674209595,605,475,865,740
96,car,0.3938806354999542,204,564,330,643
97,car,0.809900164604187,0,681,66,818
97,car,0.5231112241744995,933,592,1067,712
97,truck,0.4771915674209595,605,475,865,740
97,car,0.3938806354999542,204,564,330,643
98,car,0.809900164604187,0,681,66,818
98,car,0.5231112241744995,933,592,1067,712
98,truck,0.4771915674209595,605,475,865,740
98,car,0.3938806354999542,204,564,330,643
99,car,0.809900164604187,0,681,66,818
99,car,0.5231112241744995,933,592,1067,712
99,truck,0.4771915674209595,605,475,865,740
99,car,0.3938806354999542,204,564,330,643
100,car,0.809900164604187,0,681,66,818
100,car,0.5231112241744995,933,592,1067,712
100,truck,0.4771915674209595,605,475,865,740
100,car,0.3938806354999542,204,564,330,643
101,car,0.809900164604187,0,681,66,818
101,car,0.5231112241744995,933,592,1067,712
101,truck,0.4771915674209595,605,475,865,740
101,car,0.3938806354999542,204,564,330,643
102,car,0.4509533941745758,205,564,320,643
102,car,0.3914194703102112,912,585,1102,755
102,truck,0.39070236682891846,520,444,857,770
103,car,0.4509533941745758,205,564,320,643
103,car,0.3914194703102112,912,585,1102,755
103,truck,0.39070236682891846,520,444,857,770
104,car,0.4509533941745758,205,564,320,643
104,car,0.3914194703102112,912,585,1102,755
104,truck,0.39070236682891846,520,444,857,770
105,car,0.4509533941745758,205,564,320,643
105,car,0.3914194703102112,912,585,1102,755
105,truck,0.39070236682891846,520,444,857,770
106,car,0.4509533941745758,205,564,320,643
106,car,0.3914194703102112,912,585,1102,755
106,truck,0.39070236682891846,520,444,857,770
107,truck,0.4813395142555237,531,446,849,768
108,truck,0.4813395142555237,531,446,849,768
109,truck,0.4813395142555237,531,446,849,768
110,truck,0.4813395142555237,531,446,849,768
111,truck,0.4813395142555237,531,446,849,768
112,truck,0.4813395142555237,531,446,849,768
113,car,0.5217269659042358,919,588,1084,734
113,train,0.3745851516723633,547,456,855,765
113,truck,0.3734316825866699,548,454,856,765
114,car,0.5217269659042358,919,588,1084,734
114,train,0.3745851516723633,547,456,855,765
114,truck,0.3734316825866699,548,454,856,765
115,car,0.5217269659042358,919,588,1084,734
115,train,0.3745851516723633,547,456,855,765
115,truck,0.3734316825866699,548,454,856,765
116,car,0.5217269659042358,919,588,1084,734
116,train,0.3745851516723633,547,456,855,765
116,truck,0.3734316825866699,548,454,856,765
117,car,0.5217269659042358,919,588,1084,734
117,train,0.3745851516723633,547,456,855,765
117,truck,0.3734316825866699,548,454,856,765
118,car,0.5217269659042358,919,588,1084,734
118,train,0.3745851516723633,547,456,855,765
118,truck,0.3734316825866699,548,454,856,765
119,car,0.5217269659042358,919,588,1084,734
119,train,0.3745851516723633,547,456,855,765
119,truck,0.3734316825866699,548,454,856,765
120,car,0.5217269659042358,919,588,1084,734
120,train,0.3745851516723633,547,456,855,765
120,truck,0.3734316825866699,548,454,856,765
121,car,0.5217269659042358,919,588,1084,734
121,train,0.3745851516723633,547,456,855,765
121,truck,0.3734316825866699,548,454,856,765
122,car,0.5217269659042358,919,588,1084,734
122,train,0.3745851516723633,547,456,855,765
122,truck,0.3734316825866699,548,454,856,765
123,car,0.5217269659042358,919,588,1084,734
123,train,0.3745851516723633,547,456,855,765
123,truck,0.3734316825866699,548,454,856,765
124,car,0.5217269659042358,919,588,1084,734
124,train,0.3745851516723633,547,456,855,765
124,truck,0.3734316825866699,548,454,856,765
125,car,0.5217269659042358,919,588,1084,734
125,train,0.3745851516723633,547,456,855,765
125,truck,0.3734316825866699,548,454,856,765
126,car,0.5217269659042358,919,588,1084,734
126,train,0.3745851516723633,547,456,855,765
126,truck,0.3734316825866699,548,454,856,765
127,car,0.5217269659042358,919,588,1084,734
127,train,0.3745851516723633,547,456,855,765
127,truck,0.3734316825866699,548,454,856,765
128,car,0.5416812896728516,947,592,1072,725
128,bus,0.5385866165161133,582,469,860,740
128,car,0.43570759892463684,205,563,321,644
128,car,0.36436697840690613,937,591,1072,686
129,car,0.5416812896728516,947,592,1072,725
129,bus,0.5385866165161133,582,469,860,740
129,car,0.43570759892463684,205,563,321,644
129,car,0.36436697840690613,937,591,1072,686
130,car,0.5416812896728516,947,592,1072,725
130,bus,0.5385866165161133,582,469,860,740
130,car,0.43570759892463684,205,563,321,644
130,car,0.36436697840690613,937,591,1072,686
131,car,0.5416812896728516,947,592,1072,725
131,bus,0.5385866165161133,582,469,860,740
131,car,0.43570759892463684,205,563,321,644
131,car,0.36436697840690613,937,591,1072,686
132,car,0.5416812896728516,947,592,1072,725
132,bus,0.5385866165161133,582,469,860,740
132,car,0.43570759892463684,205,563,321,644
132,car,0.36436697840690613,937,591,1072,686
133,car,0.5416812896728516,947,592,1072,725
133,bus,0.5385866165161133,582,469,860,740
133,car,0.43570759892463684,205,563,321,644
133,car,0.36436697840690613,937,591,1072,686
134,car,0.5416812896728516,947,592,1072,725
134,bus,0.5385866165161133,582,469,860,740
134,car,0.43570759892463684,205,563,321,644
134,car,0.36436697840690613,937,591,1072,686
135,car,0.5416812896728516,947,592,1072,725
135,bus,0.5385866165161133,582,469,860,740
135,car,0.43570759892463684,205,563,321,644
135,car,0.36436697840690613,937,591,1072,686
136,car,0.5416812896728516,947,592,1072,725
136,bus,0.5385866165161133,582,469,860,740
136,car,0.43570759892463684,205,563,321,644
136,car,0.36436697840690613,937,591,1072,686
137,car,0.7902858257293701,0,679,82,825
137,car,0.5344371795654297,935,593,1066,696
137,truck,0.49787700176239014,606,476,865,741
137,car,0.36323174834251404,204,564,331,642
138,car,0.7902858257293701,0,679,82,825
138,car,0.5344371795654297,935,593,1066,696
138,truck,0.49787700176239014,606,476,865,741
138,car,0.36323174834251404,204,564,331,642
139,car,0.7902858257293701,0,679,82,825
139,car,0.5344371795654297,935,593,1066,696
139,truck,0.49787700176239014,606,476,865,741
139,car,0.36323174834251404,204,564,331,642
140,car,0.7902858257293701,0,679,82,825
140,car,0.5344371795654297,935,593,1066,696
140,truck,0.49787700176239014,606,476,865,741
140,car,0.36323174834251404,204,564,331,642
141,car,0.7902858257293701,0,679,82,825
141,car,0.5344371795654297,935,593,1066,696
141,truck,0.49787700176239014,606,476,865,741
141,car,0.36323174834251404,204,564,331,642
142,car,0.7902858257293701,0,679,82,825
142,car,0.5344371795654297,935,593,1066,696
142,truck,0.49787700176239014,606,476,865,741
142,car,0.36323174834251404,204,564,331,642
143,car,0.7902858257293701,0,679,82,825
143,car,0.5344371795654297,935,593,1066,696
143,truck,0.49787700176239014,606,476,865,741
143,car,0.36323174834251404,204,564,331,642
144,car,0.7902858257293701,0,679,82,825
144,car,0.5344371795654297,935,593,1066,696
144,truck,0.49787700176239014,606,476,865,741
144,car,0.36323174834251404,204,564,331,642
145,car,0.7902858257293701,0,679,82,825
145,car,0.5344371795654297,935,593,1066,696
145,truck,0.49787700176239014,606,476,865,741
145,car,0.36323174834251404,204,564,331,642
146,car,0.7902858257293701,0,679,82,825
146,car,0.5344371795654297,935,593,1066,696
146,truck,0.49787700176239014,606,476,865,741
146,car,0.36323174834251404,204,564,331,642
147,car,0.7902858257293701,0,679,82,825
147,car,0.5344371795654297,935,593,1066,696
147,truck,0.49787700176239014,606,476,865,741
147,car,0.36323174834251404,204,564,331,642
148,car,0.7902858257293701,0,679,82,825
148,car,0.5344371795654297,935,593,1066,696
148,truck,0.49787700176239014,606,476,865,741
148,car,0.36323174834251404,204,564,331,642
149,car,0.7902858257293701,0,679,82,825
149,car,0.5344371795654297,935,593,1066,696
149,truck,0.49787700176239014,606,476,865,741
149,car,0.36323174834251404,204,564,331,642
150,car,0.7902858257293701,0,679,82,825
150,car,0.5344371795654297,935,593,1066,696
150,truck,0.49787700176239014,606,476,865,741
150,car,0.36323174834251404,204,564,331,642
151,car,0.45040279626846313,205,564,320,643
151,truck,0.3913787305355072,520,444,857,770
151,car,0.3911418616771698,912,585,1102,755
152,car,0.45040279626846313,205,564,320,643
152,truck,0.3913787305355072,520,444,857,770
152,car,0.3911418616771698,912,585,1102,755
153,car,0.45040279626846313,205,564,320,643
153,truck,0.3913787305355072,520,444,857,770
153,car,0.3911418616771698,912,585,1102,755
154,car,0.45040279626846313,205,564,320,643
154,truck,0.3913787305355072,520,444,857,770
154,car,0.3911418616771698,912,585,1102,755
155,car,0.45040279626846313,205,564,320,643
155,truck,0.3913787305355072,520,444,857,770
155,car,0.3911418616771698,912,585,1102,755
156,car,0.45040279626846313,205,564,320,643
156,truck,0.3913787305355072,520,444,857,770
156,car,0.3911418616771698,912,585,1102,755
157,car,0.45040279626846313,205,564,320,643
157,truck,0.3913787305355072,520,444,857,770
157,car,0.3911418616771698,912,585,1102,755
158,car,0.45040279626846313,205,564,320,643
158,truck,0.3913787305355072,520,444,857,770
158,car,0.3911418616771698,912,585,1102,755
159,car,0.45040279626846313,205,564,320,643
159,truck,0.3913787305355072,520,444,857,770
159,car,0.3911418616771698,912,585,1102,755
160,car,0.45040279626846313,205,564,320,643
160,truck,0.3913787305355072,520,444,857,770
160,car,0.3911418616771698,912,585,1102,755
161,car,0.45040279626846313,205,564,320,643
161,truck,0.3913787305355072,520,444,857,770
161,car,0.3911418616771698,912,585,1102,755
162,car,0.45040279626846313,205,564,320,643
162,truck,0.3913787305355072,520,444,857,770
162,car,0.3911418616771698,912,585,1102,755
163,car,0.45040279626846313,205,564,320,643
163,truck,0.3913787305355072,520,444,857,770
163,car,0.3911418616771698,912,585,1102,755
164,car,0.45040279626846313,205,564,320,643
164,truck,0.3913787305355072,520,444,857,770
164,car,0.3911418616771698,912,585,1102,755
165,car,0.45040279626846313,205,564,320,643
165,truck,0.3913787305355072,520,444,857,770
165,car,0.3911418616771698,912,585,1102,755
166,car,0.45040279626846313,205,564,320,643
166,truck,0.3913787305355072,520,444,857,770
166,car,0.3911418616771698,912,585,1102,755
167,car,0.45040279626846313,205,564,320,643
167,truck,0.3913787305355072,520,444,857,770
167,car,0.3911418616771698,912,585,1102,755
168,car,0.45040279626846313,205,564,320,643
168,truck,0.3913787305355072,520,444,857,770
168,car,0.3911418616771698,912,585,1102,755
169,car,0.45040279626846313,205,564,320,643
169,truck,0.3913787305355072,520,444,857,770
169,car,0.3911418616771698,912,585,1102,755
170,car,0.45040279626846313,205,564,320,643
170,truck,0.3913787305355072,520,444,857,770
170,car,0.3911418616771698,912,585,1102,755
171,car,0.45040279626846313,205,564,320,643
171,truck,0.3913787305355072,520,444,857,770
171,car,0.3911418616771698,912,585,1102,755
172,car,0.45040279626846313,205,564,320,643
172,truck,0.3913787305355072,520,444,857,770
172,car,0.3911418616771698,912,585,1102,755
173,car,0.45040279626846313,205,564,320,643
173,truck,0.3913787305355072,520,444,857,770
173,car,0.3911418616771698,912,585,1102,755
174,bus,0.6541177034378052,588,471,862,741
174,car,0.45328107476234436,947,592,1071,720
174,car,0.44341206550598145,204,564,328,643
174,car,0.3782503008842468,940,592,1069,676
175,bus,0.6541177034378052,588,471,862,741
175,car,0.45328107476234436,947,592,1071,720
175,car,0.44341206550598145,204,564,328,643
175,car,0.3782503008842468,940,592,1069,676
176,bus,0.6541177034378052,588,471,862,741
176,car,0.45328107476234436,947,592,1071,720
176,car,0.44341206550598145,204,564,328,643
176,car,0.3782503008842468,940,592,1069,676
177,bus,0.6541177034378052,588,471,862,741
177,car,0.45328107476234436,947,592,1071,720
177,car,0.44341206550598145,204,564,328,643
177,car,0.3782503008842468,940,592,1069,676
178,bus,0.6541177034378052,588,471,862,741
178,car,0.45328107476234436,947,592,1071,720
178,car,0.44341206550598145,204,564,328,643
178,car,0.3782503008842468,940,592,1069,676
179,bus,0.49823740124702454,599,473,867,745
179,car,0.4957530200481415,0,691,29,783
179,truck,0.4840669333934784,599,472,867,747
179,car,0.3937298357486725,936,593,1069,701
179,car,0.3738340139389038,204,564,328,644
180,bus,0.49823740124702454,599,473,867,745
180,car,0.4957530200481415,0,691,29,783
180,truck,0.4840669333934784,599,472,867,747
180,car,0.3937298357486725,936,593,1069,701
180,car,0.3738340139389038,204,564,328,644
181,bus,0.49823740124702454,599,473,867,745
181,car,0.4957530200481415,0,691,29,783
181,truck,0.4840669333934784,599,472,867,747
181,car,0.3937298357486725,936,593,1069,701
181,car,0.3738340139389038,204,564,328,644
182,bus,0.49823740124702454,599,473,867,745
182,car,0.4957530200481415,0,691,29,783
182,truck,0.4840669333934784,599,472,867,747
182,car,0.3937298357486725,936,593,1069,701
182,car,0.3738340139389038,204,564,328,644
183,bus,0.49823740124702454,599,473,867,745
183,car,0.4957530200481415,0,691,29,783
183,truck,0.4840669333934784,599,472,867,747
183,car,0.3937298357486725,936,593,1069,701
183,car,0.3738340139389038,204,564,328,644
184,car,0.7903692126274109,0,679,82,825
184,car,0.5343537330627441,935,593,1066,696
184,truck,0.49808332324028015,606,476,865,741
184,car,0.3632647395133972,204,564,331,642
185,car,0.7903692126274109,0,679,82,825
185,car,0.5343537330627441,935,593,1066,696
185,truck,0.49808332324028015,606,476,865,741
185,car,0.3632647395133972,204,564,331,642
186,car,0.7903692126274109,0,679,82,825
186,car,0.5343537330627441,935,593,1066,696
186,truck,0.49808332324028015,606,476,865,741
186,car,0.3632647395133972,204,564,331,642
187,car,0.7903692126274109,0,679,82,825
187,car,0.5343537330627441,935,593,1066,696
187,truck,0.49808332324028015,606,476,865,741
187,car,0.3632647395133972,204,564,331,642
188,car,0.7903692126274109,0,679,82,825
188,car,0.5343537330627441,935,593,1066,696
188,truck,0.49808332324028015,606,476,865,741
188,car,0.3632647395133972,204,564,331,642
189,car,0.7903692126274109,0,679,82,825
189,car,0.5343537330627441,935,593,1066,696
189,truck,0.49808332324028015,606,476,865,741
189,car,0.3632647395133972,204,564,331,642
190,car,0.7984136343002319,0,677,155,837
190,car,0.5869676470756531,937,590,1065,706
190,bus,0.53255695104599,618,489,868,718
190,car,0.35288137197494507,204,564,330,643
191,car,0.7984136343002319,0,677,155,837
191,car,0.5869676470756531,937,590,1065,706
191,bus,0.53255695104599,618,489,868,718
191,car,0.35288137197494507,204,564,330,643
