frame,class,prob,xmin,ymin,xmax,ymax
23,car,0.3883429169654846,571,571,643,638
23,car,0.3303867280483246,1790,590,1914,645
23,car,0.3019886910915375,332,583,413,668
24,car,0.8866133689880371,1260,585,1867,965
24,car,0.6345376372337341,1026,574,1098,632
24,car,0.6077772378921509,770,581,846,631
24,car,0.5477808713912964,853,571,897,607
24,car,0.42983728647232056,407,587,460,626
24,car,0.3883429169654846,571,571,643,638
24,car,0.3303867280483246,1790,590,1914,645
24,car,0.3019886910915375,332,583,413,668
25,car,0.8866133689880371,1260,585,1867,965
25,car,0.6345376372337341,1026,574,1098,632
25,car,0.6077772378921509,770,581,846,631
25,car,0.5477808713912964,853,571,897,607
25,car,0.42983728647232056,407,587,460,626
25,car,0.3883429169654846,571,571,643,638
25,car,0.3303867280483246,1790,590,1914,645
25,car,0.3019886910915375,332,583,413,668
26,car,0.8866133689880371,1260,585,1867,965
26,car,0.6345376372337341,1026,574,1098,632
26,car,0.6077772378921509,770,581,846,631
26,car,0.5477808713912964,853,571,897,607
26,car,0.42983728647232056,407,587,460,626
26,car,0.3883429169654846,571,571,643,638
26,car,0.3303867280483246,1790,590,1914,645
26,car,0.3019886910915375,332,583,413,668
27,car,0.8866133689880371,1260,585,1867,965
27,car,0.6345376372337341,1026,574,1098,632
27,car,0.6077772378921509,770,581,846,631
27,car,0.5477808713912964,853,571,897,607
27,car,0.42983728647232056,407,587,460,626
27,car,0.3883429169654846,571,571,643,638
27,car,0.3303867280483246,1790,590,1914,645
27,car,0.3019886910915375,332,583,413,668
28,car,0.8866133689880371,1260,585,1867,965
28,car,0.6345376372337341,1026,574,1098,632
28,car,0.6077772378921509,770,581,846,631
28,car,0.5477808713912964,853,571,897,607
28,car,0.42983728647232056,407,587,460,626
28,car,0.3883429169654846,571,571,643,638
28,car,0.3303867280483246,1790,590,1914,645
28,car,0.3019886910915375,332,583,413,668
29,car,0.8866133689880371,1260,585,1867,965
29,car,0.6345376372337341,1026,574,1098,632
29,car,0.6077772378921509,770,581,846,631
29,car,0.5477808713912964,853,571,897,607
29,car,0.42983728647232056,407,587,460,626
29,car,0.3883429169654846,571,571,643,638
29,car,0.3303867280483246,1790,590,1914,645
29,car,0.3019886910915375,332,583,413,668
30,truck,0.7127864360809326,520,452,855,763
30,car,0.44306236505508423,204,562,334,641
30,car,0.4059348404407501,913,592,1100,767
30,traffic light,0.30441588163375854,942,424,959,464
30,traffic light,0.26777660846710205,838,429,853,465
31,truck,0.7127864360809326,520,452,855,763
31,car,0.44306236505508423,204,562,334,641
31,car,0.4059348404407501,913,592,1100,767
31,traffic light,0.30441588163375854,942,424,959,464
31,traffic light,0.26777660846710205,838,429,853,465
32,truck,0.7127864360809326,520,452,855,763
32,car,0.44306236505508423,204,562,334,641
32,car,0.4059348404407501,913,592,1100,767
32,traffic light,0.30441588163375854,942,424,959,464
32,traffic light,0.26777660846710205,838,429,853,465
33,truck,0.7127864360809326,520,452,855,763
33,car,0.44306236505508423,204,562,334,641
33,car,0.4059348404407501,913,592,1100,767
33,traffic light,0.30441588163375854,942,424,959,464
33,traffic light,0.26777660846710205,838,429,853,465
34,truck,0.7127864360809326,520,452,855,763
34,car,0.44306236505508423,204,562,334,641
34,car,0.4059348404407501,913,592,1100,767
34,traffic light,0.30441588163375854,942,424,959,464
34,traffic light,0.26777660846710205,838,429,853,465
35,truck,0.7127864360809326,520,452,855,763
35,car,0.44306236505508423,204,562,334,641
35,car,0.4059348404407501,913,592,1100,767
35,traffic light,0.30441588163375854,942,424,959,464
35,traffic light,0.26777660846710205,838,429,853,465
36,truck,0.7127864360809326,520,452,855,763
36,car,0.44306236505508423,204,562,334,641
36,car,0.4059348404407501,913,592,1100,767
36,traffic light,0.30441588163375854,942,424,959,464
36,traffic light,0.26777660846710205,838,429,853,465
37,truck,0.7127864360809326,520,452,855,763
37,car,0.44306236505508423,204,562,334,641
37,car,0.4059348404407501,913,592,1100,767
37,traffic light,0.30441588163375854,942,424,959,464
37,traffic light,0.26777660846710205,838,429,853,465
38,truck,0.7127864360809326,520,452,855,763
38,car,0.44306236505508423,204,562,334,641
38,car,0.4059348404407501,913,592,1100,767
38,traffic light,0.30441588163375854,942,424,959,464
38,traffic light,0.26777660846710205,838,429,853,465
39,truck,0.7127864360809326,520,452,855,763
39,car,0.44306236505508423,204,562,334,641
39,car,0.4059348404407501,913,592,1100,767
39,traffic light,0.30441588163375854,942,424,959,464
39,traffic light,0.26777660846710205,838,429,853,465
40,truck,0.7127864360809326,520,452,855,763
40,car,0.44306236505508423,204,562,334,641
40,car,0.4059348404407501,913,592,1100,767
40,traffic light,0.30441588163375854,942,424,959,464
40,traffic light,0.26777660846710205,838,429,853,465
41,truck,0.7801706194877625,533,455,857,763
41,car,0.671635627746582,916,590,1096,759
41,car,0.44042330980300903,201,563,336,637
41,car,0.3413722515106201,883,590,922,615
41,traffic light,0.33278271555900574,942,424,959,464
41,traffic light,0.28328999876976013,838,430,854,466
42,truck,0.7801706194877625,533,455,857,763
42,car,0.671635627746582,916,590,1096,759
42,car,0.44042330980300903,201,563,336,637
42,car,0.3413722515106201,883,590,922,615
42,traffic light,0.33278271555900574,942,424,959,464
42,traffic light,0.28328999876976013,838,430,854,466
43,truck,0.7801706194877625,533,455,857,763
43,car,0.671635627746582,916,590,1096,759
43,car,0.44042330980300903,201,563,336,637
43,car,0.3413722515106201,883,590,922,615
43,traffic light,0.33278271555900574,942,424,959,464
43,traffic light,0.28328999876976013,838,430,854,466
44,truck,0.7801706194877625,533,455,857,763
44,car,0.671635627746582,916,590,1096,759
44,car,0.44042330980300903,201,563,336,637
44,car,0.3413722515106201,883,590,922,615
44,traffic light,0.33278271555900574,942,424,959,464
44,traffic light,0.28328999876976013,838,430,854,466
45,truck,0.7801706194877625,533,455,857,763
45,car,0.671635627746582,916,590,1096,759
45,car,0.44042330980300903,201,563,336,637
45,car,0.3413722515106201,883,590,922,615
45,traffic light,0.33278271555900574,942,424,959,464
45,traffic light,0.28328999876976013,838,430,854,466
46,truck,0.7801706194877625,533,455,857,763
46,car,0.671635627746582,916,590,1096,759
46,car,0.44042330980300903,201,563,336,637
46,car,0.3413722515106201,883,590,922,615
46,traffic light,0.33278271555900574,942,424,959,464
46,traffic light,0.28328999876976013,838,430,854,466
47,truck,0.7801706194877625,533,455,857,763
47,car,0.671635627746582,916,590,1096,759
47,car,0.44042330980300903,201,563,336,637
47,car,0.3413722515106201,883,590,922,615
47,traffic light,0.33278271555900574,942,424,959,464
47,traffic light,0.28328999876976013,838,430,854,466
48,truck,0.7801706194877625,533,455,857,763
48,car,0.671635627746582,916,590,1096,759
48,car,0.44042330980300903,201,563,336,637
48,car,0.3413722515106201,883,590,922,615
48,traffic light,0.33278271555900574,942,424,959,464
48,traffic light,0.28328999876976013,838,430,854,466
49,truck,0.7801706194877625,533,455,857,763
49,car,0.671635627746582,916,590,1096,759
49,car,0.44042330980300903,201,563,336,637
49,car,0.3413722515106201,883,590,922,615
49,traffic light,0.33278271555900574,942,424,959,464
49,traffic light,0.28328999876976013,838,430,854,466
50,truck,0.7801706194877625,533,455,857,763
50,car,0.671635627746582,916,590,1096,759
50,car,0.44042330980300903,201,563,336,637
50,car,0.3413722515106201,883,590,922,615
50,traffic light,0.33278271555900574,942,424,959,464
50,traffic light,0.28328999876976013,838,430,854,466
51,truck,0.7801706194877625,533,455,857,763
51,car,0.671635627746582,916,590,1096,759
51,car,0.44042330980300903,201,563,336,637
51,car,0.3413722515106201,883,590,922,615
51,traffic light,0.33278271555900574,942,424,959,464
51,traffic light,0.28328999876976013,838,430,854,466
52,truck,0.7801706194877625,533,455,857,763
52,car,0.671635627746582,916,590,1096,759
52,car,0.44042330980300903,201,563,336,637
52,car,0.3413722515106201,883,590,922,615
52,traffic light,0.33278271555900574,942,424,959,464
52,traffic light,0.28328999876976013,838,430,854,466
53,car,0.8899635076522827,1727,835,1919,1194
53,car,0.7729859948158264,141,603,292,683
53,car,0.6934409737586975,1027,571,1109,642
53,car,0.6535324454307556,731,584,812,643
53,car,0.551142156124115,92,594,152,672
53,car,0.4853115975856781,309,592,383,639
53,truck,0.41019630432128906,499,571,585,637
53,car,0.4057597517967224,1853,612,1919,667
53,car,0.3696666955947876,309,589,417,638
53,car,0.36626842617988586,826,575,880,614
53,car,0.35931700468063354,338,587,420,637
53,car,0.327306866645813,371,587,420,638
53,car,0.31846940517425537,1135,565,1181,601
54,car,0.8899635076522827,1727,835,1919,1194
54,car,0.7729859948158264,141,603,292,683
54,car,0.6934409737586975,1027,571,1109,642
54,car,0.6535324454307556,731,584,812,643
54,car,0.551142156124115,92,594,152,672
54,car,0.4853115975856781,309,592,383,639
54,truck,0.41019630432128906,499,571,585,637
54,car,0.4057597517967224,1853,612,1919,667
54,car,0.3696666955947876,309,589,417,638
54,car,0.36626842617988586,826,575,880,614
54,car,0.35931700468063354,338,587,420,637
54,car,0.327306866645813,371,587,420,638
54,car,0.31846940517425537,1135,565,1181,601
55,car,0.8899635076522827,1727,835,1919,1194
55,car,0.7729859948158264,141,603,292,683
55,car,0.6934409737586975,1027,571,1109,642
55,car,0.6535324454307556,731,584,812,643
55,car,0.551142156124115,92,594,152,672
55,car,0.4853115975856781,309,592,383,639
55,truck,0.41019630432128906,499,571,585,637
55,car,0.4057597517967224,1853,612,1919,667
55,car,0.3696666955947876,309,589,417,638
55,car,0.36626842617988586,826,575,880,614
55,car,0.35931700468063354,338,587,420,637
55,car,0.327306866645813,371,587,420,638
55,car,0.31846940517425537,1135,565,1181,601
56,car,0.8899635076522827,1727,835,1919,1194
56,car,0.7729859948158264,141,603,292,683
56,car,0.6934409737586975,1027,571,1109,642
56,car,0.6535324454307556,731,584,812,643
56,car,0.551142156124115,92,594,152,672
56,car,0.4853115975856781,309,592,383,639
56,truck,0.41019630432128906,499,571,585,637
56,car,0.4057597517967224,1853,612,1919,667
56,car,0.3696666955947876,309,589,417,638
56,car,0.36626842617988586,826,575,880,614
56,car,0.35931700468063354,338,587,420,637
56,car,0.327306866645813,371,587,420,638
56,car,0.31846940517425537,1135,565,1181,601
57,car,0.8899635076522827,1727,835,1919,1194
57,car,0.7729859948158264,141,603,292,683
57,car,0.6934409737586975,1027,571,1109,642
57,car,0.6535324454307556,731,584,812,643
57,car,0.551142156124115,92,594,152,672
57,car,0.4853115975856781,309,592,383,639
57,truck,0.41019630432128906,499,571,585,637
57,car,0.4057597517967224,1853,612,1919,667
57,car,0.3696666955947876,309,589,417,638
57,car,0.36626842617988586,826,575,880,614
57,car,0.35931700468063354,338,587,420,637
57,car,0.327306866645813,371,587,420,638
57,car,0.31846940517425537,1135,565,1181,601
58,car,0.8899635076522827,1727,835,1919,1194
58,car,0.7729859948158264,141,603,292,683
58,car,0.6934409737586975,1027,571,1109,642
58,car,0.6535324454307556,731,584,812,643
58,car,0.551142156124115,92,594,152,672
58,car,0.4853115975856781,309,592,383,639
58,truck,0.41019630432128906,499,571,585,637
58,car,0.4057597517967224,1853,612,1919,667
58,car,0.3696666955947876,309,589,417,638
58,car,0.36626842617988586,826,575,880,614
58,car,0.35931700468063354,338,587,420,637
58,car,0.327306866645813,371,587,420,638
58,car,0.31846940517425537,1135,565,1181,601
59,car,0.8899635076522827,1727,835,1919,1194
59,car,0.7729859948158264,141,603,292,683
59,car,0.6934409737586975,1027,571,1109,642
59,car,0.6535324454307556,731,584,812,643
59,car,0.551142156124115,92,594,152,672
59,car,0.4853115975856781,309,592,383,639
59,truck,0.41019630432128906,499,571,585,637
59,car,0.4057597517967224,1853,612,1919,667
59,car,0.3696666955947876,309,589,417,638
59,car,0.36626842617988586,826,575,880,614
59,car,0.35931700468063354,338,587,420,637
59,car,0.327306866645813,371,587,420,638
59,car,0.31846940517425537,1135,565,1181,601
60,car,0.8899635076522827,1727,835,1919,1194
60,car,0.7729859948158264,141,603,292,683
60,car,0.6934409737586975,1027,571,1109,642
60,car,0.6535324454307556,731,584,812,643
60,car,0.551142156124115,92,594,152,672
60,car,0.4853115975856781,309,592,383,639
60,truck,0.41019630432128906,499,571,585,637
60,car,0.4057597517967224,1853,612,1919,667
60,car,0.3696666955947876,309,589,417,638
60,car,0.36626842617988586,826,575,880,614
60,car,0.35931700468063354,338,587,420,637
60,car,0.327306866645813,371,587,420,638
60,car,0.31846940517425537,1135,565,1181,601
61,car,0.8899635076522827,1727,835,1919,1194
61,car,0.7729859948158264,141,603,292,683
61,car,0.6934409737586975,1027,571,1109,642
61,car,0.6535324454307556,731,584,812,643
61,car,0.551142156124115,92,594,152,672
61,car,0.4853115975856781,309,592,383,639
61,truck,0.41019630432128906,499,571,585,637
61,car,0.4057597517967224,1853,612,1919,667
61,car,0.3696666955947876,309,589,417,638
61,car,0.36626842617988586,826,575,880,614
61,car,0.35931700468063354,338,587,420,637
61,car,0.327306866645813,371,587,420,638
61,car,0.31846940517425537,1135,565,1181,601
62,car,0.8899635076522827,1727,835,1919,1194
62,car,0.7729859948158264,141,603,292,683
62,car,0.6934409737586975,1027,571,1109,642
62,car,0.6535324454307556,731,584,812,643
62,car,0.551142156124115,92,594,152,672
62,car,0.4853115975856781,309,592,383,639
62,truck,0.41019630432128906,499,571,585,637
62,car,0.4057597517967224,1853,612,1919,667
62,car,0.3696666955947876,309,589,417,638
62,car,0.36626842617988586,826,575,880,614
62,car,0.35931700468063354,338,587,420,637
62,car,0.327306866645813,371,587,420,638
62,car,0.31846940517425537,1135,565,1181,601
63,car,0.8899635076522827,1727,835,1919,1194
63,car,0.7729859948158264,141,603,292,683
63,car,0.6934409737586975,1027,571,1109,642
63,car,0.6535324454307556,731,584,812,643
63,car,0.551142156124115,92,594,152,672
63,car,0.4853115975856781,309,592,383,639
63,truck,0.41019630432128906,499,571,585,637
63,car,0.4057597517967224,1853,612,1919,667
63,car,0.3696666955947876,309,589,417,638
63,car,0.36626842617988586,826,575,880,614
63,car,0.35931700468063354,338,587,420,637
63,car,0.327306866645813,371,587,420,638
63,car,0.31846940517425537,1135,565,1181,601
64,car,0.8899635076522827,1727,835,1919,1194
64,car,0.7729859948158264,141,603,292,683
64,car,0.6934409737586975,1027,571,1109,642
64,car,0.6535324454307556,731,584,812,643
64,car,0.551142156124115,92,594,152,672
64,car,0.4853115975856781,309,592,383,639
64,truck,0.41019630432128906,499,571,585,637
64,car,0.4057597517967224,1853,612,1919,667
64,car,0.3696666955947876,309,589,417,638
64,car,0.36626842617988586,826,575,880,614
64,car,0.35931700468063354,338,587,420,637
64,car,0.327306866645813,371,587,420,638
64,car,0.31846940517425537,1135,565,1181,601
65,truck,0.8163055181503296,535,454,859,763
65,car,0.5552191138267517,204,564,334,641
65,car,0.5433403849601746,918,590,1093,748
65,traffic light,0.32765141129493713,942,422,959,464
65,car,0.2873780429363251,882,590,921,615
65,car,0.2569398581981659,4,585,113,650
65,traffic light,0.256621778011322,838,430,854,465
66,truck,0.8163055181503296,535,454,859,763
66,car,0.5552191138267517,204,564,334,641
66,car,0.5433403849601746,918,590,1093,748
66,traffic light,0.32765141129493713,942,422,959,464
66,car,0.2873780429363251,882,590,921,615
66,car,0.2569398581981659,4,585,113,650
66,traffic light,0.256621778011322,838,430,854,465
67,truck,0.8163055181503296,535,454,859,763
67,car,0.5552191138267517,204,564,334,641
67,car,0.5433403849601746,918,590,1093,748
67,traffic light,0.32765141129493713,942,422,959,464
67,car,0.2873780429363251,882,590,921,615
67,car,0.2569398581981659,4,585,113,650
67,traffic light,0.256621778011322,838,430,854,465
68,truck,0.8163055181503296,535,454,859,763
68,car,0.5552191138267517,204,564,334,641
68,car,0.5433403849601746,918,590,1093,748
68,traffic light,0.32765141129493713,942,422,959,464
68,car,0.2873780429363251,882,590,921,615
68,car,0.2569398581981659,4,585,113,650
68,traffic light,0.256621778011322,838,430,854,465
69,truck,0.8163055181503296,535,454,859,763
69,car,0.5552191138267517,204,564,334,641
69,car,0.5433403849601746,918,590,1093,748
69,traffic light,0.32765141129493713,942,422,959,464
69,car,0.2873780429363251,882,590,921,615
69,car,0.2569398581981659,4,585,113,650
69,traffic light,0.256621778011322,838,430,854,465
70,truck,0.8163055181503296,535,454,859,763
70,car,0.5552191138267517,204,564,334,641
70,car,0.5433403849601746,918,590,1093,748
70,traffic light,0.32765141129493713,942,422,959,464
70,car,0.2873780429363251,882,590,921,615
70,car,0.2569398581981659,4,585,113,650
70,traffic light,0.256621778011322,838,430,854,465
71,truck,0.8163055181503296,535,454,859,763
71,car,0.5552191138267517,204,564,334,641
71,car,0.5433403849601746,918,590,1093,748
71,traffic light,0.32765141129493713,942,422,959,464
71,car,0.2873780429363251,882,590,921,615
71,car,0.2569398581981659,4,585,113,650
71,traffic light,0.256621778011322,838,430,854,465
72,truck,0.8163055181503296,535,454,859,763
72,car,0.5552191138267517,204,564,334,641
72,car,0.5433403849601746,918,590,1093,748
72,traffic light,0.32765141129493713,942,422,959,464
72,car,0.2873780429363251,882,590,921,615
72,car,0.2569398581981659,4,585,113,650
72,traffic light,0.256621778011322,838,430,854,465
73,truck,0.8163055181503296,535,454,859,763
73,car,0.5552191138267517,204,564,334,641
73,car,0.5433403849601746,918,590,1093,748
73,traffic light,0.32765141129493713,942,422,959,464
73,car,0.2873780429363251,882,590,921,615
73,car,0.2569398581981659,4,585,113,650
73,traffic light,0.256621778011322,838,430,854,465
74,truck,0.8163055181503296,535,454,859,763
74,car,0.5552191138267517,204,564,334,641
74,car,0.5433403849601746,918,590,1093,748
74,traffic light,0.32765141129493713,942,422,959,464
74,car,0.2873780429363251,882,590,921,615
74,car,0.2569398581981659,4,585,113,650
74,traffic light,0.256621778011322,838,430,854,465
75,truck,0.8163055181503296,535,454,859,763
75,car,0.5552191138267517,204,564,334,641
75,car,0.5433403849601746,918,590,1093,748
75,traffic light,0.32765141129493713,942,422,959,464
75,car,0.2873780429363251,882,590,921,615
75,car,0.2569398581981659,4,585,113,650
75,traffic light,0.256621778011322,838,430,854,465
76,truck,0.8163055181503296,535,454,859,763
76,car,0.5552191138267517,204,564,334,641
76,car,0.5433403849601746,918,590,1093,748
76,traffic light,0.32765141129493713,942,422,959,464
76,car,0.2873780429363251,882,590,921,615
76,car,0.2569398581981659,4,585,113,650
76,traffic light,0.256621778011322,838,430,854,465
77,truck,0.8163055181503296,535,454,859,763
77,car,0.5552191138267517,204,564,334,641
77,car,0.5433403849601746,918,590,1093,748
77,traffic light,0.32765141129493713,942,422,959,464
77,car,0.2873780429363251,882,590,921,615
77,car,0.2569398581981659,4,585,113,650
77,traffic light,0.256621778011322,838,430,854,465
78,truck,0.8163055181503296,535,454,859,763
78,car,0.5552191138267517,204,564,334,641
78,car,0.5433403849601746,918,590,1093,748
78,traffic light,0.32765141129493713,942,422,959,464
78,car,0.2873780429363251,882,590,921,615
78,car,0.2569398581981659,4,585,113,650
78,traffic light,0.256621778011322,838,430,854,465
79,truck,0.8163055181503296,535,454,859,763
79,car,0.5552191138267517,204,564,334,641
79,car,0.5433403849601746,918,590,1093,748
79,traffic light,0.32765141129493713,942,422,959,464
79,car,0.2873780429363251,882,590,921,615
79,car,0.2569398581981659,4,585,113,650
79,traffic light,0.256621778011322,838,430,854,465
80,truck,0.8163055181503296,535,454,859,763
80,car,0.5552191138267517,204,564,334,641
80,car,0.5433403849601746,918,590,1093,748
80,traffic light,0.32765141129493713,942,422,959,464
80,car,0.2873780429363251,882,590,921,615
80,car,0.2569398581981659,4,585,113,650
80,traffic light,0.256621778011322,838,430,854,465
81,truck,0.8163055181503296,535,454,859,763
81,car,0.5552191138267517,204,564,334,641
81,car,0.5433403849601746,918,590,1093,748
81,traffic light,0.32765141129493713,942,422,959,464
81,car,0.2873780429363251,882,590,921,615
81,car,0.2569398581981659,4,585,113,650
81,traffic light,0.256621778011322,838,430,854,465
82,truck,0.8163055181503296,535,454,859,763
82,car,0.5552191138267517,204,564,334,641
82,car,0.5433403849601746,918,590,1093,748
82,traffic light,0.32765141129493713,942,422,959,464
82,car,0.2873780429363251,882,590,921,615
82,car,0.2569398581981659,4,585,113,650
82,traffic light,0.256621778011322,838,430,854,465
83,truck,0.8163055181503296,535,454,859,763
83,car,0.5552191138267517,204,564,334,641
83,car,0.5433403849601746,918,590,1093,748
83,traffic light,0.32765141129493713,942,422,959,464
83,car,0.2873780429363251,882,590,921,615
83,car,0.2569398581981659,4,585,113,650
83,traffic light,0.256621778011322,838,430,854,465
84,truck,0.712569534778595,520,452,855,763
84,car,0.44271722435951233,204,562,334,641
84,car,0.4058386981487274,913,592,1100,767
84,traffic light,0.3053722679615021,942,424,959,464
84,traffic light,0.26870137453079224,838,429,853,465
85,truck,0.712569534778595,520,452,855,763
85,car,0.44271722435951233,204,562,334,641
85,car,0.4058386981487274,913,592,1100,767
85,traffic light,0.3053722679615021,942,424,959,464
85,traffic light,0.26870137453079224,838,429,853,465
86,truck,0.712569534778595,520,452,855,763
86,car,0.44271722435951233,204,562,334,641
86,car,0.4058386981487274,913,592,1100,767
86,traffic light,0.3053722679615021,942,424,959,464
86,traffic light,0.26870137453079224,838,429,853,465
87,truck,0.712569534778595,520,452,855,763
87,car,0.44271722435951233,204,562,334,641
